id,jounral_abbreviation,article_title,journal_title,article_language,article_jcreated_at,journal_issn,article_jvolumn,article_pagination,article_jissue,author_list
704812,empty,Systematic review of economic aspects of alternative modes of delivery,empty,eng,1/1/01,empty,108,149-57,2,"{""R. McCandlish"",""S. Petrou"",""J. Henderson"",""L. Kumiega""}"
203084,empty,Specific collaborative group intervention for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial,Psychother. Psychosom.,empty,empty,-4928,82,106-119,2,"{""Sauer N."",""Szecsenyi J."",""Faber R."",""Guthrie E."",""Schaefert R."",""Herzog W."",""Boelter R."",""Wild B."",""Kaufmann C."",""Schellberg D.""}"
81959,Dis. Esophagus,Disruption of the gastroesophageal junction by central obesity and waist belt: role of raised intra-abdominal pressure.,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus / I.S.D.E,ENG,2/28/14,1442-2050,-1,empty,-1,"{""Y Y Lee"",""K E L McColl""}"
235924,Annales francaises d'anesthesie et de reanimation,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric],Ann Fr Anesth Reanim,fre,1/6/01,0750-7658,25,1127-33,11,"{""F. Bolandard"",""M. Bonnin"",""P. Duband"",""J. E. Bazin"",""J. P. Mission""}"
291020,empty,Effects of a three-month combined training program on the cardiopulmonary and muscle strength capacities of type 2 diabetic subjects.,Journal of Sports Medicine & Physical Fitness,eng,1/13/02,0022-4707,53,56-64,1,"{""O Serresse"",""C Boudreau-Lariviere"",""S Grelier"",""R Zory""}"
408188,Exp. Cell Res.,Unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.,Experimental cell research,eng,10/15/13,1090-2422,319,Jul-00,17,"{""Silke Zimmermann"",""Stefan A Stachelhaus"",""Christiane Hollmann""}"
283460,empty,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,Journal of Substance Abuse Treatment,empty,1/12/01,empty,43,458-462,4,"{""Marc N. Gourevitch"",""Jennifer McNeely"",""David Stevens"",""John Rotrosen"",""Ellie Grossman"",""Laura Huben"",""Marc Manseau"",""Joshua D. Lee""}"
563505,Biomed Res Int,Multiparametric MRI for recurrent prostate cancer post radical prostatectomy and postradiation therapy.,BioMed research international,eng,1/14/01,2314-6141,2014,316272,-1,"{""Valeria Panebianco"",""Flavio Barchetti""}"
761676,empty,The Impact of Culture on Learning: Exploring Student Perceptions,Multicultural Education & Technology Journal,empty,1/9/01,1750-497X,3,182-195,3,"{""Prem Ramburuth"",""Massimiliano Tani""}"
923043,empty,[Changes in plasma concentrations of human hepatocyte growth factor before and after major intra-abdominal surgery under nitrous oxide-sevoflurane anesthesia].,JPN. J. ANESTHESIOL.,jpn,10/1/94,0021-4892,43,1556-9,10,"{""H Fukuda"",""H Kasuda"",""J Saitoh"",""H Mitsuhata"",""Y Hirabayashi"",""K Saitoh"",""R Shimizu""}"
248075,Injury,Surgical treatment of pathologic fractures of humerus,Injury,eng,1/10/01,0020-1383,41,1112-6,11,"{""B. Rossi"",""A. Piccioli"",""G. Maccauro"",""L. Scaramuzzo"",""F. Frenos"",""R. Capanna""}"
313030,empty,"Balancing Identity, Motivation, and Internal Dialogue in the Making of Solos: Conquering the High Wire",International Journal of Qualitative Studies in Education (QSE),English,1/11/01,9518398,24,673-692,6,"{""Carey E. Andrzejewski""}"
885384,empty,"Modification of aspects of the endocrine response to tracheal intubation by lignocaine, halothane and thiopentone.",BR J ANAESTH,eng,3/1/84,0007-0912,56,239-46,3,"{""O Widholm"",""A M Lehtinen"",""J Hovorka""}"
361906,Ann. Intern. Med.,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,Annals of internal medicine,eng,2/14/09,1539-3704,161,347-55,5,"{""Waleed Alhazzani"",""Lehana Thabane"",""Deborah J Cook"",""Wojciech Szczeklik"",""Anees Sindi"",""Qi Zhou"",""Sultan Altayyar"",""Anna Wludarczyk"",""Gordon H Guyatt"",""[Collective Name] Fluids in Sepsis and Septic Shock Group"",""Michael Wang"",""Guowei Li"",""Roman Jaeschke"",""Diane Heels-Ansdell"",""Alison Fox-Robichaud"",""Bram Rochwerg"",""Fayez Alshamsi"",""Wang-Chun Ip"",""Djillali Annane"",""Lawrence Mbuagbaw""}"
180827,empty,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,Energy Policy,empty,1/12/01,0301-4215,47,298-308,0,"{""W. Yu"",""R. Pagani"",""L. Huang""}"
723057,empty,Measuring the value of research data: a citation analysis of oceanographic data sets,PLoS ONE [Electronic Resource],English,1/14/01,empty,9,e92590,0,"{""C. W. Belter""}"
894502,empty,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,Journal of Biomolecular Techniques,empty,1/5/01,empty,16,143-153,2,"{""David B. Finkelstein""}"
793410,Hepatogastroenterology,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.,Hepato-gastroenterology,eng,1/14/07,0172-6390,61,1257-61,133,"{""Qiang Huang"",""Yang Wu"",""Zhi Qiang Zhu"",""Wei Liang"",""Feng Shao"",""Han Hui Yao""}"
816944,empty,Cervical occupational hazards in ophthalmic plastic surgery,Current Opinion in Ophthalmology,English,1/15/01,empty,26,392-398,5,"{""A.D. Nimbarte"",""J.A. Sivak-Callcotta"",""C.A. Mancinelli""}"
632040,PloS one,Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.,PLoS One,eng,1/12/01,1932-6203,7,e50836,12,"{""Talal Ibrahim"",""Mohamad Al Tannir"",""Imad M Tleyjeh"",""Abed Allehibi"",""Musa A Garbati"",""Abdur Rahman Khan"",""Muhammad Riaz"",""Alex J Sutton"",""Larry M Baddour"",""Faisal A Alasmari"",""Mushabab AlGhamdi"",""Aref A Bin Abdulhak"",""Patricia J Erwin""}"
752280,empty,Relationship between water hardness and coronary mortality in Taiwan,J Toxicol Environ Health,empty,1/1/96,0098-4108 (Print)     0098-4108 (Linking),49,9-Jan,1,"{""C. Y. Yang"",""T. N. Wang"",""H. F. Chiu"",""C. H. Lee"",""J. F. Chiu"",""Y. C. Ko""}"
716594,empty,Groundbreaking study links physical activity with lower costs in seniors,empty,empty,1/4/01,empty,7,51-54 4p,5,{NULL}
919751,Anesth Analg,Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.,Anesthesia And Analgesia,eng,1/6/05,1526-7598,102,1427-30,5,"{""Michael J Paech"",""Stephan A Schug"",""Bhavesh Patel"",""Thomas Ledowski""}"
60309,Bull. Math. Biol.,The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.,Bulletin of mathematical biology,eng,9/1/99,0092-8240,61,875-916,5,"{""D N Levine""}"
757176,Kekkaku,[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].,Kekkaku : [Tuberculosis],jpn,1/5/08,0022-9776,80,565-9,8,"{""Shinya Kondo"",""Tomoo Miyagawa""}"
261329,empty,Abstracts from the ASENT 14th Annual Meeting,empty,empty,1/12/01,empty,9,empty,3,{NULL}
615903,Br J Sports Med,Cost-effectiveness of interventions promoting physical activity.,British journal of sports medicine,eng,1/9/01,1473-0480,43,Jun-70,1,"{""T Reinhold"",""F M_ller-Riemenschneider"",""S N Willich""}"
169524,Sci. Total Environ.,"Characterizing the sources, range, and environmental influences of radon 222 and its decay products",The Science of the total environment,empty,1/1/85,1879-1026,45,233-44,0,"{""B. A. Moed"",""S. M. Doyle"",""A. V. Nero"",""K. L. Revzan"",""M. B. Schwehr"",""R. G. Sextro"",""W. W. Nazaroff""}"
178424,empty,Spatial measures associated with stair use,empty,empty,1/7/01,empty,21,346-352,0,"{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen"",""Gayle Nicoll""}"
716357,empty,"Urban, rural, and regional variations in physical activity",empty,empty,1/5/01,empty,21,239-244 6p,3,"{""Durstine JL"",""Mayo K"",""Martin SL"",""Kirkner GJ"",""Matthews CE"",""Hebert JR""}"
448010,empty,Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review],empty,empty,empty,empty,0,empty,0,{NULL}
788729,The Annals of pharmacotherapy,Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility,Ann Pharmacother,eng,1/12/01,1060-0280,46,353-7,3,"{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}"
624354,Pharmacoeconomics,Usefulness of US cost-of-illness studies in healthcare decision making.,PharmacoEconomics,eng,1/1/01,1170-7690,19,207-13,2,"{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}"
112716,Am.J.Epidemiol.,Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.,American Journal of Epidemiology,eng,2/1/81,Feb-62,113,144-56,2,"{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}"
881020,Cir Pediatr,[Laparoscopic appendectomy after the learning curve].,Cirug_a Peditrica: Organo Oficial De La Sociedad Espaola De Cirug_a Peditrica,spa,1/8/07,0214-1221,21,167-72,3,"{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Suol"",""I Eizaguirre"",""J Garay""}"
605643,empty,[The effect of shift work on the health of workers: a systematic review].,O papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.,por,1/8/12,0102-6933,29,639-46,4,"{""Eunice Fabiani Hilleshein"",""Liana Lautert"",""Karine Kummer Gemelli""}"
5782,empty,Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial,Pediatrics,empty,1/12/01,empty,129,1050-1055,6,"{""S. Gouin"",""J. Gravel"",""M. Roy"",""D. Lebel"",""T.-T. Vo""}"
852332,Postgrad Med J,Early and late mortality in hospitalised patients with raised cardiac troponin T.,Postgraduate medical journal,eng,1/12/08,1469-0756,88,437-42,1042,"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}"
343395,Minerva Cardioangiol,Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.,Minerva cardioangiologica,eng,1/14/04,1827-1618,62,177-91,2,"{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}"
826830,Anesth Analg,Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,Anesthesia And Analgesia,eng,1/11/01,1526-7598,113,605-9,3,"{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}"
905100,empty,Coping with arthritis using safer herbal options,Int. J.  Pharmcy Pharm. Sci.,empty,empty,0975-1491,2,11-Jan,1,"{""Patwardhan S.K."",""Bodas K.S."",""Gundewar S.S.""}"
34517,Neurobiol. Aging,Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,Neurobiology of aging,eng,1/14/03,1558-1497,35,725.e11-5,3,"{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}"
771377,World journal for pediatric & congenital heart surgery,"Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery",World J Pediatr Congenit Heart Surg,eng,1/13/01,2150-1351 (Print)     2150-1351,4,380-4,4,"{""N. Wilson""}"
32426,Am. J. Vet. Res.,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,American journal of veterinary research,eng,1/14/02,1943-5681,75,141-51,2,"{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}"
722451,empty,Supply chain orientation in SMEs as an attitudinal construct,Supply Chain Management,English,1/14/01,13598546,19,395,4,"{""Birgit Schulze-Ehlers"",""Achim Spiller"",""Nina Steffen"",""Gesa Busch""}"
318542,empty,Pneumonia and encephalopathy in a patient with progressing Parkinson's disease and dementia,Critical Care Nursing Quarterly,empty,1/12/01,empty,35,160-172,2,"{""S. Livesay"",""S.D. Ruppert""}"
533425,Clin Psychol Rev,A meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,Clinical psychology review,eng,1/13/02,1873-7811,33,24-32,1,"{""R F Hofstein"",""J M Mott"",""T L Barrera"",""E J Teng""}"
854232,empty,"Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793), a novel antimitotic peptide, given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.",ANN. ONCOL.,eng,12/1/98,0923-7534,9,1323-30,12,"{""H H Fiebig"",""K Mross"",""R Velagapudi"",""W E Berdel"",""C Unger"",""I M von Broen""}"
2842,empty,Non-steroidal anti-inflammatory drugs and the risk of cardiovascular diseases: are we going to see the revival of cyclooxygenase-2 selective inhibitors?. [Review] [23 refs],Polskie Archiwum Medycyny Wewnetrznej,empty,1/9/04,empty,119,231-5-,4,"{""P. Gluszko"",""A. Bielinska""}"
789057,J Plast Reconstr Aesthet Surg,VY levator lengthening to treat upper eyelid retraction.,"Journal of plastic, reconstructive & aesthetic surgery : JPRAS",eng,1/13/07,1878-0539,66,1005-7,7,"{""Kenichi Kokubo"",""Taro Kamisasanuki"",""Kengo Hayashi"",""Kenichiro Kasai"",""Nobutada Katori""}"
205187,empty,No need for routine closed suction drainage in elective arthroplasty of the hip: a prospective randomized trial in 104 operations,empty,empty,1/4/01,empty,75,30-33 ST  - No need for routine closed suction drainage in elective arthroplasty of the hip: a prospective randomized trial in 104 operations-,0,"{""A. G. Della Valle"",""M. Buttaro"",""G. Slullitel"",""R. Vestri"",""F. Comba"",""F. CN  - CINAHL_postop_care_150220 DB  - c8h DP  - EBSCOhost Piccaluga""}"
970712,empty,[Glycosylated hemoglobin and glycosylated proteins for metabolic control of diabetes mellitus],Wiener Medizinische Wochenschrift,German,1/1/97,empty,147,359-61,15,"{""W. J. Schnedl"",""R. W. Lipp"",""G. Leitner""}"
161630,empty,Continuation of metformin reduces early pregnancy loss in obese Pakistani women with polycystic ovarian syndrome,empty,eng,1/10/01,empty,69,184-9 ST  - Continuation of metformin reduces early pregnancy loss in obese Pakistani women with polycystic ovarian syndrome-,0,"{""J. DO  - 000268051 [pii] 10.1159/000268051 [doi] DP  - Nlm ET  - 2009/12/24 Rizvi"",""F. H. Nawaz""}"
583682,empty,Critique that! Analytical Writing Assignments in Advanced Mathematics Courses,PRIMUS,empty,1/6/03,"1051-1970, 1051-1970",16,15-Jan,1,"{""Reva Kasman""}"
891722,empty,Why What We Teach Depends on When: Grade and Reading Intervention Modality Moderate Effect Size.,Developmental Psychology,empty,1/10/11,0012-1649,46,1556-1579,6,"{""Sebastian Paul Suggate""}"
54613,empty,Evaluation of an Internet Support Group for Women with Primary Breast Cancer,empty,empty,1/1/00,empty,0,1164-1173 DO  - 10.1002/cncr.11174,0,"{""Andrew J Winzelberg"",""Heidi Roberts"",""C Barr Taylor"",""Catherine Classen"",""Heidemarie Ernst"",""Cheryl Koopman"",""Robert E Adams"",""Georg W Alpers"",""Parvati Dev"",""D Ph""}"
450749,empty,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.,empty,empty,empty,empty,0,empty,0,{NULL}
19086,Cancer,Phase angle for prognostication of survival in patients with advanced cancer: Preliminary findings.,Cancer,eng,7/15/14,1097-0142,120,2207-14,14,"{""Gary Chisholm"",""Eduardo Bruera"",""Swati Bansal"",""David Hui"",""Rony Dev"",""Margarita Morgado""}"
852213,Ann Oncol,Safety and efficacy of weekly nab_-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,Annals of oncology : official journal of the European Society for Medical Oncology / ESMO,eng,1/13/02,1569-8041,24,314-21,2,"{""C J Langer"",""J Orsini"",""J K Hon"",""S R Dakhil"",""M F Renschler"",""R D Page"",""V Hirsh"",""H Zhang"",""I Okamoto"",""M A Socinski""}"
475847,empty,Lessons learned and not learned from the SUPPORT project.,PALLIATIVE MED.,eng,3/1/99,0269-2163,13,Mar-91,2,"{""J M Teno""}"
893664,Clin Cardiol,Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,Clinical cardiology,eng,1/4/01,0160-9289,27,607-10,11,"{""Deepika and Leibowitz Keith and Gowda Ramesh M. and Shapiro Michael and Khan Ijaz A. Misra""}"
450528,empty,Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.,empty,empty,empty,empty,0,empty,0,{NULL}
838034,empty,Clinical course of neuropathologically confirmed frontal-variant Alzheimer's disease,Nature Clinical Practice Neurology,empty,1/8/01,1745-834X     1745-8358,4,226-232,4,"{""A.U. Monsch"",""M. Tolnay"",""K.I. Taylor"",""A. Probst"",""A.R. Miserez""}"
