97547.birthplace,Conkary,Conakry
47305.name,CurdJ_ussi,Curd_Jussi
69691.name,Rengnathan_Sihai,Renganathan_Sihai
43007.city,Solna,Brasilia
170119.position,Defendrer,Defender
180481.manager,Kazuhio_Claybrook,Kazuhiko_Claybrook
78463.position,orward,Forward
54597.surname,kWaldherr,Waldherr
26459.position,Defendre,Defender
26669.name,Brad_Zhaofang,Karan_Spyridon
87848.stadium,Sqporting_Park,Sporting_Park
80996.position,Miidfield,Midfield
20333.city,Solna,Brasilia
170298.stadium,Allianz_Arena_Olympic_StadiumMunich,Allianz_Arena_Olympic_Stadium_Munich
79220.birthplace,Zihuatenejvo,Zihuatenejo
25966.name,Brad_Zhaofang,Jami_Waqar
122889.season,201a1,2011
142541.manager,Masum_Kasprzak,Robert_Lally
111957.season,201q3,2013
14383.season,201z4,2014
42384.manager,Bernando_Jeus,Bernando_Jesus
195861.name,Guiysseppi_Abdelmadjid,Guisseppi_Abdelmadjid
195676.birthyear,1988***,1988
165375.season,2014,2013
168916.team,Clube_de_Regatsa_do_Flamengo,Clube_de_Regatas_do_Flamengo
48374.city,Npales,Naples
16397.season,0215,2015
135763.birthplace,Glfport,Gulfport
12233.stadium,Jan_Bredel_Stadium,Jan_Breydel_Stadium
51373.city,Stutgart,Stuttgart
72923.birthyear,1998,1989
26694.name,Brad_Zhaofang,Gesine_Tilmann
42371.manager,Sigenobu_Bodageala,Sigenobu_Bodagala
8247.birthplace,ontreal,Montreal
44314.manager,Aiqun_Leverlgood,Aiqun_Levergood
158583.manager,Shietomo_Abbas,Shigetomo_Abbas
73803.stadium,Sna_Siro_Stadium,San_Siro_Stadium
150112.city,Napls,Naples
46305.name,Brad_Zhaofang,Leelanivas_Domenico
26381.name,Brad_Zhaofang,Baoling_Takehiro
186504.name,Zoubida_och,Zoubida_Roch
1298.position,Defnder,Defender
23182.manager,Yki_Vilano,Yki_Villano
108149.birthplace,Mancheaster,Manchester
27930.team,uventus,Juventus
107058.name,Fortune_Orestes,Osmar_Norton
172085.season,2014,2011
7951.birthplace,Glufport,Gulfport
49478.team,S.C.Braga,S.C._Braga
45723.name,Brad_Zhaofang,Jami_Waqar
131971.manager,Masum_Kasprzak,Robert_Lally
3012.name,Brad_Zhaofang,Antonius_Ard
86859.birthplace,Nashvile,Nashville
24854.team,Jventus,Juventus
77609.manager,JeremyCantu,Jeremy_Cantu
3325.name,Brad_Zhaofang,Jialin_Huan
116521.birthplace,Dallsa,Dallas
8679.name,Philp_Sachio,Philip_Sachio
101941.surname,Gguyton,Guyton
68657.stadium,Donbss_Arena,Donbass_Arena
134042.manager,Masum_Kasprzak,Robert_Lally
46654.birthyear,994,1994
46856.name,Brad_Zhaofang,Jianlin_Guanghui
74019.season,201q4,2014
60986.name,Krishnapraasd_Hiu,Krishnaprasad_Hiu
132396.manager,Masum_Kasprzak,Shigetomo_Abbas
111554.city,Mntreal,Montreal
90766.stadium,King_ower_Stadium,King_Power_Stadium
70777.position,Defenedr,Defender
46364.name,Brad_Zhaofang,Yasubumi_Friedemann
75112.city,Hamurg,Hamburg
67641.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
85031.surname,Aigran,Aigrain
26268.name,Brad_Zhaofang,Guoren_Igino
2150.birthplace,l,El
112255.stadium,amp_Nou,Camp_Nou
132499.stadium,San_Siro_Satdium,San_Siro_Stadium
86609.name,Fortune_Orestes,Osten_Bian
174864.position,Froward,Forward
171828.birthyear,192,1992
88482.name,Fortune_Orestes,Osten_Bian
176433.surname,Hennebert***,Hennebert
94553.name,Fortune_Orestes,Yasubumi_Friedemann
52565.name,Ansya_Itaru,Anya_Itaru
39612.name,SeungwangHaym,Seungwang_Haym
113462.season,2012,2014
149182.city,Napules,Naples
13399.name,Suraplo_Yechezkel,Surapol_Yechezkel
52516.birthplace,Albuqeurque,Albuquerque
46751.name,Brad_Zhaofang,Gururaj_Emilio
17024.season,015,2015
746.team,ForestGreen_Rovers_F.C.,Forest_Green_Rovers_F.C.
91264.name,Lundy_Bharahi,Lundy_Bharathi
192435.position,Mifdield,Midfield
127147.manager,Masum_Kasprzak,Shigetomo_Abbas
185539.birthplace,Sasn,San
189930.surname,Tischendofr,Tischendorf
43153.city,Sola,Solna
91792.stadium,Constant_Vanden_Sptock_Stadium,Constant_Vanden_Stock_Stadium
6002.birthplace,Beamont,Beaumont
10235.team,A.C.Perugia_Calcio,A.C._Perugia_Calcio
25861.name,Brad_Zhaofang,Vishwani_Konrad
167826.position,Dhefender,Defender
30486.season,0215,2015
53164.surname,Aiugrain,Aigrain
13576.position,Midfiedl,Midfield
159834.city,wGelsenkirchen,Gelsenkirchen
46826.name,Brad_Zhaofang,Saydean_Eiichi
34336.city,Stuttqgart,Stuttgart
173384.season,2014,2013
16544.city,Hmaburg,Hamburg
136695.city,Slavador,Salvador
78959.city,Sona,Solna
169747.season,2014,2011
42671.city,Solna,Brasilia
33103.city,Solna,Brasilia
139949.city,aNples,Naples
129857.season,2011,2014
45828.name,Brad_Zhaofang,Anya_Itaru
36339.season,2011,2014
36647.position,eDfender,Defender
77819.stadium,BMO_Feld,BMO_Field
56326.birthplace,Elkwo,Elko
15915.birthyear,1988***,1988
23225.birthplace,Ranoke,Roanoke
135764.manager,Masum_Kasprzak,Robert_Lally
132433.birthplace,Marid,Madrid
66762.birthplace,ao,Sao
171402.surname,Zaajk,Zajak
57580.season,2011,2014
15179.city,unich,Munich
154534.stadium,Westfalenstdaion,Westfalenstadion
4347.season,012,2012
121511.birthyear,1997,1979
157006.season,2011,2014
110727.surname,Steffarn,Steffan
197667.name,FioraAvinash,Fiora_Avinash
5343.season,2012,2014
51671.birthyear,180,1980
161057.season,2011,2014
125330.birthplace,iMssoula,Missoula
161526.birthplace,Gulport,Gulfport
54935.season,2013,2012
30141.surname,Dingel,Dingle
112433.surname,eHiserman,Heiserman
16154.season,m2012,2012
163880.birthplace,Amargillo,Amarillo
2064.surname,Aigryain,Aigrain
194678.stadium,Allianz_Arena_Olympic_Stadium_Municzh,Allianz_Arena_Olympic_Stadium_Munich
103398.city,Cardifzf,Cardiff
130841.surname,Godve,Gove
190917.birthyear,1997,1979
40741.name,Jianlni_Guanghui,Jianlin_Guanghui
30936.city,Rio_ade_Janeiro,Rio_de_Janeiro
29306.manager,Atsuyuki_Jcayaprakash,Atsuyuki_Jayaprakash
137471.manager,Masum_Kasprzak,Robert_Lally
87850.birthyear,982,1982
143530.surname,ajak,Zajak
186542.city,Mexico_Ciyty,Mexico_City
133256.position,Fowrard,Forward
185292.birthyear,992,1992
183497.stadium,Allianz_Arena_Olympic_Stadim_Munich,Allianz_Arena_Olympic_Stadium_Munich
195141.surname,Nevkvinda,Nekvinda
198585.city,kMunich,Munich
114826.manager,Srikanthw_Chimia,Srikanth_Chimia
62857.season,013,2013
106505.name,Fortune_Orestes,Errol_Cetin
168059.manager,Amandio_Klosowszki,Amandio_Klosowski
132918.city,Mxico_City,Mexico_City
106938.name,Fortune_Orestes,Daisy_Ryotaro
130715.stadium,Sporting_Pakr,Sporting_Park
28554.birthplace,Bsuffalo,Buffalo
166318.surname,oss,Goss
58005.birthplace,Widnhoek,Windhoek
195389.city,Lodon,London
11528.name,Pierangefla_Sudha,Pierangela_Sudha
158999.season,f2015,2015
40665.city,Solna,Brasilia
191591.season,2014,2011
11615.city,Munch,Munich
26510.name,Brad_Zhaofang,Ayal_Waeil
32236.birthplace,Missula,Missoula
164342.position,Midifeld,Midfield
103709.season,20z11,2011
55478.birthyear,182,1982
105732.name,LairdCapers,Laird_Capers
100310.surname,Rezzende,Rezende
86247.season,2012,2014
154964.birthplace,Indiannapolis,Indianapolis
63988.birthplace,Gulfpodrt,Gulfport
173493.manager,Xiaoin_Saoudi,Xiaomin_Saoudi
15988.surname,bAraham,Abraham
21724.position,eDfender,Defender
189233.birthyear,i1994,1994
54390.name,Phiqlip_Sachio,Philip_Sachio
175129.name,LuitpoldAvra,Luitpold_Avra
107083.birthplace,Wrcester,Worcester
114391.name,RuckWilliams,Ruck_Williams
67631.birthplace,Istlanbul,Istanbul
84333.surname,Aigratin,Aigrain
26130.position,Dfender,Defender
100898.name,Fortune_Orestes,Elenora_Noriyuki
49772.city,Solna,Brasilia
26491.name,Brad_Zhaofang,Chengdian_Brijesh
35088.birthyear,1987,1978
23894.surname,Ayigrain,Aigrain
23115.team,Aalborg_Boludspilklub,Aalborg_Boldspilklub
4924.season,2012,2014
136339.birthyear,182,1982
49354.birthyear,978,1978
107850.city,Recfe,Recife
156914.season,014,2014
101753.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
76881.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
183255.birthyear,1928,1982
92487.birthplace,Pragzue,Prague
105097.birthplace,Sn,Sun
45730.position,Midfienld,Midfield
60757.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
92808.birthplace,Killeen***,Killeen
145050.position,Midfied,Midfield
58155.surname,Koanas,Kopanas
99.team,Juvejntus,Juventus
21855.birthyear,1796,1976
167166.season,2014,2011
9514.stadium,Stadio_an_Paolo,Stadio_San_Paolo
25973.manager,Ceesv_Gunal,Cees_Gunal
175855.birthplace,Pnama,Panama
8679.position,Goalkeeper***,Goalkeeper
36176.surname,Abrahham,Abraham
97422.manager,Suranjan_Sakuria,Suranjan_Sakurai
162361.stadium,StadeV_elodrome,Stade_Velodrome
164610.name,Farzan_Jkob,Farzan_Jakob
172955.stadium,Allianz_Arna_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
163274.stadium,Stadio_Oolimpico,Stadio_Olimpico
87822.name,Fortune_Orestes,Yasubumi_Friedemann
21851.season,201,2011
8959.name,Elie_Markt,Elie_Mart
93382.name,Behcet_iLu,Behcet_Liu
79761.stadium,Sporting_Pakr,Sporting_Park
28609.season,2013,2012
127573.surname,Mpaxson,Maxson
23643.city,Solna,Brasilia
37466.manager,Berardo_Gyerber,Berardo_Gerber
83906.team,Delfino_Pescara1_936,Delfino_Pescara_1936
96057.surname,Fleciano,Felciano
122658.position,Midfeild,Midfield
82819.name,Erqrol_Cetin,Errol_Cetin
134397.manager,Masum_Kasprzak,Shigetomo_Abbas
95540.birthyear,196,1996
174292.position,Defenedr,Defender
95457.stadium,Bhalaidos,Balaidos
25907.name,Brad_Zhaofang,Odysseas_Iara
51913.surname,Matyuska,Matyska
3948.stadium,San_Siro_Sadium,San_Siro_Stadium
36555.city,Monevideo,Montevideo
171886.season,2014,2013
81424.manager,Mattan_Edelhorff,Mattan_Edelhoff
145002.manager,Masum_Kasprzak,Robert_Lally
196585.position,Defnder,Defender
198321.birthplace,Glfport,Gulfport
180525.city,Mxeico_City,Mexico_City
123607.season,2102,2012
199310.stadium,Veltins-Arean,Veltins-Arena
195418.season,2031,2013
31141.manager,obert_Lally,Robert_Lally
71727.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
18065.team,Juvetus,Juventus
2911.name,Brad_Zhaofang,Theordore_Zhaoqian
186730.position,Deender,Defender
132631.birthplace,Milna,Milan
186694.season,2014,2013
2342.name,Brad_Zhaofang,Hongsing_Marla
25981.name,Brad_Zhaofang,Clay_Pawel
33913.position,Dfeender,Defender
52694.season,2103,2013
95992.surname,Schupefta,Schupeta
159515.team,Royal_Atwerp_F.C.,Royal_Antwerp_F.C.
91397.manager,Atsufumi_Comparetot,Atsufumi_Comparetto
12970.surname,Guerreiro,Guerriero
182964.manager,Zhouhui_uRbio,Zhouhui_Rubio
51434.manager,Sigenobu_Bodagla,Sigenobu_Bodagala
2099.surname,Kaadr,Kadar
80606.birthplace,bGulfport,Gulfport
42504.city,Hamurg,Hamburg
35937.position,Goalkeeper***,Goalkeeper
161851.stadium,Allianz_Arena_OlympicS_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
113100.birthyear,1928,1982
195463.birthplace,Caarcas,Caracas
130705.manager,Masum_Kasprzak,Robert_Lally
47340.city,Npales,Naples
50948.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
45843.name,Brad_Zhaofang,Otthein_Naftaly
188590.position,Midfiled,Midfield
46046.name,Brad_Zhaofang,Geraud_Pat
26366.name,Brad_Zhaofang,Myla_Nikolaus
166524.city,Sola,Solna
31767.team,fL_Wolfsburg,VfL_Wolfsburg
3475.name,Brad_Zhaofang,Geraud_Pat
133806.stadium,Sporting_Prak,Sporting_Park
117649.birthplace,ulfport,Gulfport
171299.season,2011***,2011
54016.surname,Aivgrain,Aigrain
3227.name,Brad_Zhaofang,Lundy_Bharathi
25648.name,Brad_Zhaofang,Zizette_Polina
189188.birthyear,197m7,1977
127168.manager,IlYoungGiese,IlYoung_Giese
162076.manager,RavindraG_rnarov,Ravindra_Grnarov
160405.manager,Sreenivas_Whr,Sreenivas_Wohr
43041.city,Solna,Brasilia
186192.birthyear,19c82,1982
27260.team,eNw_York_Red_Bulls,New_York_Red_Bulls
159872.team,West_Ham_Uncited_F.C.,West_Ham_United_F.C.
149340.position,Defendre,Defender
93238.team,P.ca.o.k_Fc,P.a.o.k_Fc
27742.surname,Aigrani,Aigrain
86181.manager,Vagan_Smallwodo,Vagan_Smallwood
6618.position,Dfender,Defender
46550.name,Brad_Zhaofang,Ryoichi_Ilan
43306.surname,igrain,Aigrain
23439.city,Solna,Brasilia
25878.name,Brad_Zhaofang,Rastislav_Stevo
180789.manager,Rohbbert_Flach,Robbert_Flach
121210.position,Defenedr,Defender
116230.birthplace,Conakhry,Conakry
24237.season,010,2010
26097.city,Orlado,Orlando
156201.birthyear,192,1982
48850.name,Zziette_Polina,Zizette_Polina
84732.manager,Robbert_Flch,Robbert_Flach
84295.stadium,Allianz_Arena_Olypic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
45770.name,Brad_Zhaofang,Zengping_Alissa
151446.birthyear,198r2,1982
3501.name,Brad_Zhaofang,Yibei_Yousong
48237.stadium,Jan_Berydel_Stadium,Jan_Breydel_Stadium
4101.team,Juentus,Juventus
26596.name,Brad_Zhaofang,Andres_Yahya
82845.name,oRhan_Sander,Rohan_Sander
198398.position,Defneder,Defender
48042.season,2013,2012
78486.city,Braislia,Brasilia
181965.season,20z15,2015
46871.name,Brad_Zhaofang,Bhuwan_Percy
129932.surname,Woiln,Wolin
65672.manager,Cees_Gunal***,Cees_Gunal
71196.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
124669.season,010,2010
55368.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
50635.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
68228.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
2447.name,Brad_Zhaofang,Rudie_Subbu
45248.birthplace,Myrrtle,Myrtle
159500.birthplace,kBirmingham,Birmingham
2968.team,Jruventus,Juventus
139137.birthyear,995,1995
31117.manager,Bon_Kruiskeamp,Bon_Kruiskamp
86594.surname,Aigrbain,Aigrain
67564.team,Borussia_Monchnegladbach,Borussia_Monchengladbach
175602.season,2014,2011
169357.stadium,Allianz_Arena_Olympaic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
162690.surname,Felciaon,Felciano
52607.position,Defendepr,Defender
128617.stadium,Stadio_San_aolo,Stadio_San_Paolo
141108.birthyear,9175,1975
48792.manager,Vgeit_Luks,Veit_Luks
46623.name,Brad_Zhaofang,Yuyan_Ivailo
104253.name,oLrrin_Kazuki,Lorrin_Kazuki
143667.name,Clay_Pawl,Clay_Pawel
86747.city,Hambrg,Hamburg
177880.position,Dmefender,Defender
186344.stadium,Allianz_Arena_Olympic_Stadium_Muinch,Allianz_Arena_Olympic_Stadium_Munich
131140.position,Midfiebld,Midfield
3122.name,Brad_Zhaofang,Masahisa_Prabhav
127526.manager,Masum_Kasprzak,Shigetomo_Abbas
43703.birthyear,1r993,1993
196474.birthplace,Gulfprt,Gulfport
185319.position,Defeder,Defender
105382.surname,Aigrani,Aigrain
173805.position,Defener,Defender
190231.team,The_New_Sainmts_F.C.,The_New_Saints_F.C.
20842.season,20j14,2014
136262.manager,Masum_Kasprzak,Robert_Lally
3847.position,Defeder,Defender
2355.stadium,Donbass_rAena,Donbass_Arena
62710.position,Deefnder,Defender
5057.position,Goalkeepre,Goalkeeper
188915.season,211,2011
194275.manager,Roebrt_Lally,Robert_Lally
44628.manager,SigenobuB_odagala,Sigenobu_Bodagala
178226.position,eDfender,Defender
125636.manager,Masum_Kasprzak,Robert_Lally
126499.team,Tainjin_Teda_F.C.,Tianjin_Teda_F.C.
186150.team,Juentus,Juventus
24511.position,eDfender,Defender
194003.city,Bacelona,Barcelona
160921.stadium,Allianz_Aena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
99753.name,Fortune_Orestes,Jeroen_Yiyun
72978.birthyear,198m0,1980
75758.stadium,King_Power_Stadum,King_Power_Stadium
55969.birthplace,Prgaue,Prague
142333.manager,Masum_Kasprzak,Robert_Lally
148940.city,ardiff,Cardiff
79183.name,Cay_Pawel,Clay_Pawel
43506.city,Solna,Brasilia
143715.manager,Peira_Faustini,Piera_Faustini
128331.manager,Masum_Kasprzak,Robert_Lally
147135.birthplace,Valdocsta,Valdosta
33772.birthyear,196,1996
43273.surname,Bdabb,Babb
189094.birthyear,978,1978
44387.team,Boavitsa_F.C.,Boavista_F.C.
17388.manager,SreenivasW_ohr,Sreenivas_Wohr
180734.team,Royal_Antwerp_FC.,Royal_Antwerp_F.C.
77348.birthyear,193,1993
193655.team,FC_Anzhi_Makhachkla,FC_Anzhi_Makhachkala
33525.name,Xiaocheng_Betnh,Xiaocheng_Beth
158283.stadium,Stadio_Artbemio_Franchi,Stadio_Artemio_Franchi
46276.name,Brad_Zhaofang,Devina_Qutaibah
60515.birthyear,180,1980
175882.stadium,San_SiroS_tadium,San_Siro_Stadium
164482.season,2014,2013
103681.season,e2012,2012
115042.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
156171.surname,Gabala,Gabalda
61374.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
173405.team,Skeattle_Sounders,Seattle_Sounders
3370.name,Brad_Zhaofang,Leelanivas_Domenico
906.birthplace,Glfport,Gulfport
161126.season,011,2011
98665.season,2013,2012
21488.stadium,Veltins-Area,Veltins-Arena
92996.manager,Jermy_Cantu,Jeremy_Cantu
152977.city,fSolna,Solna
89268.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
197663.city,Hamtburg,Hamburg
94844.birthyear,182,1982
32307.surname,allorqui,Mallorqui
24583.birthyear,198q1,1981
72359.name,Yookgun_Apostol,Yookun_Apostol
197038.position,Mdifield,Midfield
76213.surname,Airgain,Aigrain
112572.birthplace,Sajo,Sao
180628.city,Sonlna,Solna
115231.manager,Atsufumi_Comeparetto,Atsufumi_Comparetto
18536.position,Defeder,Defender
168156.stadium,Allianz_Arena_Olympic_Stadum_Munich,Allianz_Arena_Olympic_Stadium_Munich
142699.birthyear,1797,1977
10653.position,Defener,Defender
42720.city,Solna,Brasilia
129015.birthplace,Missodula,Missoula
10332.season,2041,2014
169534.birthyear,9183,1983
51936.city,Solna,Brasilia
7879.manager,Olavi_uGrd,Olavi_Gurd
125789.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
146989.position,Deqfender,Defender
48296.city,Munih,Munich
90098.name,Fortune_Orestes,Asis_Sinisa
10399.manager,Olavi_Guryd,Olavi_Gurd
188730.stadium,Jan_Brfeydel_Stadium,Jan_Breydel_Stadium
118938.name,Baoling_Takehior,Baoling_Takehiro
155093.city,Napes,Naples
162015.season,2014,2011
159408.city,iHamburg,Hamburg
32406.birthyear,995,1995
187965.stadium,Bamlaidos,Balaidos
26035.name,Brad_Zhaofang,Osmar_Norton
43957.team,The_Ne_Saints_F.C.,The_New_Saints_F.C.
172359.birthplace,os,Los
185534.birthyear,198i2,1982
138364.position,Midfild,Midfield
165615.birthplace,Mrytle,Myrtle
42012.season,211,2011
176662.birthplace,Gulport,Gulfport
81423.surname,Mallorqiu,Mallorqui
6486.surname,Bseancenot,Besancenot
80476.surname,Abarham,Abraham
42302.birthyear,175,1975
11899.season,2z010,2010
37086.stadium,llianz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
132640.birthyear,977,1977
168827.position,Goalkeepear,Goalkeeper
177888.birthyear,198n2,1982
126787.manager,Masum_Kasprzak,Shigetomo_Abbas
125468.season,2011***,2011
49767.position,efender,Defender
41970.birthplace,Moble,Mobile
180051.name,Sylvie_Nathaile,Sylvie_Nathalie
43007.birthplace,Farbanks,Fairbanks
30778.season,2012,2014
14626.birthplace,l,El
70532.manager,iangling_Micheaux,Jiangling_Micheaux
98200.surname,Keskni,Keskin
64842.birthyear,192,1982
122147.city,Londno,London
73706.season,s2012,2012
2997.name,Brad_Zhaofang,Yuiko_Adele
199753.team,Juventsu,Juventus
19719.name,Anandeep_aMrinus,Anandeep_Marinus
108399.surname,Molznberger,Molzberger
131109.season,2011***,2011
96773.name,Fortune_Orestes,Osten_Bian
169009.season,014,2014
13099.surname,bAshish,Ashish
199982.surname,Cdenie,Codenie
191786.team,A.C._Perugia_Ckalcio,A.C._Perugia_Calcio
150478.season,0212,2012
7703.team,Juvents,Juventus
143084.position,Galkeeper,Goalkeeper
48528.city,Solna,Brasilia
40716.season,2012,2014
87702.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
1192.name,Suxrapol_Yechezkel,Surapol_Yechezkel
198915.birthplace,Ginesville,Gainesville
31520.manager,Bernand_Jesus,Bernando_Jesus
88890.name,Fortune_Orestes,Elenora_Noriyuki
106734.city,Sablvador,Salvador
179010.stadium,Allianz_Arena_Olymapic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
2772.name,Brad_Zhaofang,Mehryar_Judi
112892.birthyear,19v79,1979
128375.manager,Vaga_Smallwood,Vagan_Smallwood
47155.city,Solna,Brasilia
38994.team,CF_Midtjylland,FC_Midtjylland
96277.team,Wolvesrhampton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
46222.name,Brad_Zhaofang,Fortune_Orestes
40005.city,Solna,Brasilia
89570.manager,Rashi_Papadouraksi,Rashi_Papadourakis
62135.surname,Scjhloegel,Schloegel
40706.surname,canlon,Scanlon
122508.position,Defenedr,Defender
27436.position,Defenedr,Defender
192399.team,Juventuss,Juventus
111774.city,Lodnon,London
132865.manager,Msum_Kasprzak,Masum_Kasprzak
92494.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
153477.stadium,SantiagoB_ernabeu_Stadium,Santiago_Bernabeu_Stadium
3299.name,Brad_Zhaofang,Rohan_Sander
8073.birthyear,1908,1980
14493.manager,Srikanth_Chilmia,Srikanth_Chimia
38861.manager,Xiaomni_Saoudi,Xiaomin_Saoudi
102587.team,Delfino_Pescraa_1936,Delfino_Pescara_1936
24561.city,Solna,Brasilia
163127.birthyear,9183,1983
63815.stadium,Estadi_da_Luz,Estadio_da_Luz
170683.stadium,Allianz_Arna_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
181787.stadium,Emirates_Stadimu,Emirates_Stadium
89718.birthplace,Nw,New
25824.name,Brad_Zhaofang,Boijdar_Michal
94729.season,2013,2012
171272.season,201b2,2012
107844.name,Fortune_Orestes,Ezio_Roslyn
34453.stadium,Sna_Siro_Stadium,San_Siro_Stadium
189722.stadium,Allianz_Arena_Olyzmpic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
44966.birthplace,l,El
186056.stadium,Allianz_Aren_aOlympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
189336.stadium,Allianz_Arena_Olypic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
6179.manager,Rtobert_Lally,Robert_Lally
116226.surname,Kubica,Kubicka
99177.position,Midield,Midfield
115927.name,Yoonoon_Eila,Yoonjoon_Eila
183602.surname,ieri,Vieri
120000.city,rAlington,Arlington
158036.surname,aMxson,Maxson
181414.city,Brasiliia,Brasilia
94592.name,Fortune_Orestes,Daisy_Ryotaro
141124.position,Defeinder,Defender
168592.surname,Gaalda,Gabalda
46783.name,Brad_Zhaofang,Gang_Vivekananda
125444.surname,cSanlon,Scanlon
199897.stadium,Sporing_Park,Sporting_Park
22628.team,hJuventus,Juventus
133122.birthyear,198r2,1982
181039.season,011,2011
45926.position,Fowrard,Forward
75995.surname,Aigraixn,Aigrain
55797.manager,Xiaomin_aSoudi,Xiaomin_Saoudi
195815.team,Juvetnus,Juventus
151520.manager,Cees_Gnual,Cees_Gunal
163827.birthyear,988,1988
13221.manager,Jerem_yCantu,Jeremy_Cantu
846.season,0212,2012
28018.position,orward,Forward
113690.surname,Abraahm,Abraham
