117316.city,MANVILEL,MANVILLE
13956.gender,,F
176580.city,NEWAKR,NEWARK
192108.childexemp,,0
113298.state,CD,DC
73580.gender,xF,F
192851.marriedexemp,k0,0
50077.city,AxNCHORAGE,ANCHORAGE
189920.singleexemp,***,0
28221.singleexemp,u0,0
81871.city,ALUBRTIS,ALBURTIS
78678.childexemp,***,0
112729.marriedexemp,,0
75137.state,C,DC
112962.childexemp,***,0
94708.gender,***,F
33720.singleexemp,0100,1000
139833.singleexemp,m0,0
189494.childexemp,f0,0
12454.gender,vF,F
63476.city,hALEXANDRIA,ALEXANDRIA
45271.childexemp,3r300,3300
86752.state,VlT,VT
66730.city,MASCOlT,MASCOT
41840.state,KO,OK
181384.childexemp,***,0
40160.state,mIL,IL
10278.marriedexemp,,0
10167.singleexemp,,0
116545.marriedexemp,***,0
171285.singleexemp,3300***,3300
58183.state,CD,DC
16366.marriedexemp,z0,0
112544.childexemp,900***,900
36303.singleexemp,,0
11227.gender,dF,F
36900.singleexemp,,0
87681.city,ANAjBEL,ANABEL
184356.childexemp,***,0
197765.gender,hF,F
75464.state,pNJ,NJ
185716.singleexemp,200,2100
57617.singleexemp,m0,0
151592.singleexemp,***,0
10507.singleexemp,24d00,2400
140759.state,YW,WY
53968.childexemp,***,0
56509.state,CD,DC
51195.state,NfJ,NJ
166175.city,UBRLINGTON,BURLINGTON
154252.marriedexemp,1200n0,12000
114387.city,ROSLN,ROSLYN
98154.state,AxK,AK
106529.singleexemp,,0
39288.marriedexemp,420,4200
14671.singleexemp,v0,0
98624.childexemp,00,400
10484.gender,***,F
64873.singleexemp,,0
71984.marriedexemp,x0,0
7125.gender,uF,F
35390.childexemp,h3000,3000
170484.city,WOONSOfCKET,WOONSOCKET
147466.state,LF,FL
9523.gender,xF,F
135537.state,NlD,ND
21629.marriedexemp,40a00,4000
7165.gender,,F
6915.gender,,F
144225.state,MsS,MS
117168.city,ALIBON,ALBION
72446.city,MC SHN,MC SHAN
118389.marriedexemp,2d080,2080
166686.childexemp,,0
154255.state,C,DC
7385.gender,eF,F
160911.state,A,MA
150406.childexemp,***,0
60032.city,NAGOON,ANGOON
125375.childexemp,***,0
139834.childexemp,***,0
75371.state,K,AK
109639.state,DwC,DC
41587.state,C,DC
109156.city,LLOY,ALLOY
87843.singleexemp,m0,0
41500.state,qNJ,NJ
37921.city,AMS,AMES
75926.singleexemp,,0
31227.state,C,DC
40605.state,qAK,AK
170435.state,E,DE
160026.gender,yF,F
24192.city,ABION,ALBION
41794.marriedexemp,,0
88738.state,DhC,DC
154708.state,ED,DE
26208.city,SUMMERFILED,SUMMERFIELD
159910.childexemp,e0,0
60648.marriedexemp,z0,0
126813.childexemp,z0,0
74163.childexemp,,0
95229.state,NuJ,NJ
10448.gender,,F
166431.city,ALBUQUEsRQUE,ALBUQUERQUE
8348.marriedexemp,***,0
141533.gender,,F
47989.childexemp,3s300,3300
51101.city,ALBUQUERQEU,ALBUQUERQUE
198491.marriedexemp,04,40
134065.marriedexemp,f0,0
69695.gender,,M
83030.singleexemp,m0,0
34178.state,UhT,UT
65656.city,BRUNGTON,BRUINGTON
38046.childexemp,,0
44691.city,WAINAAE,WAIANAE
14124.singleexemp,,0
19306.state,C,DC
44835.childexemp,p0,0
8514.gender,aF,F
25868.singleexemp,n0,0
9478.gender,dF,F
36385.state,C,DC
148921.marriedexemp,18o00,1800
8420.gender,***,F
193753.singleexemp,***,0
136212.childexemp,2805,2850
190650.marriedexemp,20o6,206
161364.state,wAK,AK
187548.marriedexemp,,0
33264.singleexemp,,0
44525.childexemp,***,0
141139.marriedexemp,***,0
10668.gender,,F
119765.state,C,DC
82554.city,DESM OINES,DES MOINES
112920.city,ALBINO,ALBION
23578.city,NAGELA,ANGELA
100557.city,WILMINGTOmN,WILMINGTON
184074.state,X,TX
93584.childexemp,,0
59260.city,ALBRUGH,ALBURGH
13581.gender,,F
6542.city,NAHOLA,ANAHOLA
189196.state,vAK,AK
137268.marriedexemp,***,0
50894.marriedexemp,***,0
92998.childexemp,,0
49729.city,ARCwO,ARCO
190215.city,ARCHRE,ARCHER
31441.gender,,F
9031.gender,,F
153865.singleexemp,,0
170928.childexemp,u0,0
82961.state,C,DC
130307.state,K,AK
73712.marriedexemp,***,0
106557.marriedexemp,,0
133190.singleexemp,u0,0
34499.city,TOWNSENnD,TOWNSEND
127402.city,AURORzA,AURORA
83286.childexemp,,0
35731.city,WAHINGTON,WASHINGTON
130680.state,AsK,AK
156011.marriedexemp,z0,0
77751.gender,gM,M
110161.state,X,TX
140446.childexemp,***,0
181837.marriedexemp,400,5400
85123.state,vDC,DC
138742.childexemp,,0
12900.gender,,F
66744.state,ApR,AR
137524.city,CHUAVIN,CHAUVIN
172050.marriedexemp,,0
15893.state,DlC,DC
19641.state,CD,DC
33277.childexemp,***,0
130866.gender,,F
47975.state,C,DC
120888.marriedexemp,***,0
9887.gender,***,F
67521.state,gDC,DC
84409.childexemp,***,0
152002.state,uDC,DC
93352.gender,***,F
169675.childexemp,u1000,1000
27237.singleexemp,***,0
17174.state,wDC,DC
127567.city,WASHxINGTON,WASHINGTON
26583.state,AuK,AK
163488.state,K,AK
147911.childexemp,,0
153125.state,LA,AL
102462.marriedexemp,w0,0
13347.gender,dF,F
169671.marriedexemp,202,220
126579.marriedexemp,k0,0
32927.state,fDC,DC
101085.marriedexemp,,0
188401.state,wTN,TN
60926.city,AAM,AMA
164449.childexemp,5100,1500
81845.marriedexemp,,0
65445.singleexemp,r0,0
9582.gender,,F
104170.state,D,ND
71867.state,KA,AK
134906.state,Y,WY
104006.city,BtUNKIE,BUNKIE
43818.marriedexemp,n0,0
97845.state,AmK,AK
49404.state,MmD,MD
63598.state,K,AK
124836.city,ADMORE,ARDMORE
133289.state,WzY,WY
26148.gender,hF,F
41284.childexemp,***,0
1841.singleexemp,04,40
3443.childexemp,e0,0
27581.childexemp,,0
174028.marriedexemp,,0
19924.singleexemp,,0
31224.gender,***,F
95556.city,ALTOpN,ALTON
190573.singleexemp,w0,0
88287.state,CD,DC
166894.childexemp,***,0
54417.gender,,M
103006.marriedexemp,p0,0
180733.childexemp,31v00,3100
44568.state,qCO,CO
59469.state,H,NH
74833.city,ALBUUERQUE,ALBUQUERQUE
133443.marriedexemp,v0,0
188199.marriedexemp,300r0,3000
186919.childexemp,***,0
159390.marriedexemp,***,0
116110.city,NORTH ATLEBORO,NORTH ATTLEBORO
178793.state,NjJ,NJ
21131.state,NxD,ND
109363.childexemp,h0,0
103639.singleexemp,***,0
171690.marriedexemp,,0
123535.marriedexemp,,0
162687.childexemp,***,0
173222.gender,***,F
99390.city,AMOBY,AMBOY
88275.state,K,AK
138792.singleexemp,c0,0
64303.state,D,ND
30725.gender,***,M
82267.singleexemp,8250,2850
13021.gender,***,F
14816.singleexemp,1050,1500
41490.gender,,F
30535.singleexemp,2400***,2400
126974.childexemp,,0
7766.gender,***,M
104368.marriedexemp,***,0
130476.childexemp,0140,1040
11459.gender,,M
69041.gender,***,F
197837.city,SANDUSY,SANDUSKY
134133.city,ALEXADNRIA,ALEXANDRIA
162106.singleexemp,l0,0
61857.state,V,WV
97883.marriedexemp,x0,0
151334.state,DfC,DC
54813.city,LABUQUERQUE,ALBUQUERQUE
82356.city,ANCHsORAGE,ANCHORAGE
178724.city,PSRING CITY,SPRING CITY
47942.state,K,AK
163677.city,APOLLO BEACH***,APOLLO BEACH
198786.city,ALLONtS,ALLONS
129299.city,GLOVERVILLbE,GLOVERVILLE
198918.singleexemp,02,20
3119.childexemp,0,40
130214.singleexemp,,0
115264.city,ALBUQURQUE,ALBUQUERQUE
144908.city,AMARGOSA VALLiEY,AMARGOSA VALLEY
115946.state,bAK,AK
14126.gender,jF,F
50286.gender,eM,M
112245.state,yAK,AK
6121.state,R,AR
120532.marriedexemp,j0,0
70771.singleexemp,12705,12750
10927.gender,rF,F
128324.city,PORTLAD,PORTLAND
189071.state,E,DE
115178.state,CD,DC
151301.city,AlNCHORAGE,ANCHORAGE
157805.singleexemp,100,2100
147371.marriedexemp,u0,0
82208.city,PORTLAD,PORTLAND
174436.gender,,F
155892.gender,,F
154385.childexemp,d0,0
146241.marriedexemp,6060,6600
45865.childexemp,,0
90651.marriedexemp,6600***,6600
42032.marriedexemp,,0
86642.state,NI,IN
7573.gender,***,F
39225.marriedexemp,f0,0
161869.marriedexemp,m0,0
96073.marriedexemp,j0,0
100425.gender,,F
162572.singleexemp,2e700,2700
170065.state,K,AK
90521.marriedexemp,z0,0
65810.singleexemp,,0
98069.state,C,NC
12770.gender,***,F
152147.marriedexemp,***,0
174896.singleexemp,z0,0
9331.gender,vF,F
129104.state,AP,PA
68410.state,DqC,DC
99601.marriedexemp,***,0
196612.childexemp,d0,0
101080.state,AmK,AK
129482.marriedexemp,m0,0
178441.marriedexemp,***,0
75850.gender,***,F
160134.state,AkK,AK
69189.city,ARECIBrO,ARECIBO
19464.marriedexemp,***,0
38915.state,S,MS
66359.city,SCRAVILLE,SCARVILLE
189913.city,NIISKI,NIKISKI
35826.singleexemp,,0
170849.singleexemp,a0,0
11426.gender,,F
148684.city,AMITkY,AMITY
38532.marriedexemp,57n00,5700
126049.marriedexemp,r0,0
195010.city,AGNELA,ANGELA
116881.state,DS,SD
103889.state,AV,VA
184008.childexemp,b0,0
52420.childexemp,,0
146380.singleexemp,,0
86251.city,ALAV,ALVA
113447.city,ANnGLE INLET,ANGLE INLET
13738.state,C,DC
9384.state,zAL,AL
191623.gender,,M
84899.childexemp,***,0
77103.childexemp,c0,0
172418.marriedexemp,o0,0
23664.singleexemp,***,0
66051.state,cDC,DC
115541.gender,qM,M
35235.singleexemp,2250***,2250
18917.childexemp,z0,0
74043.marriedexemp,***,0
24999.singleexemp,***,0
59154.marriedexemp,,0
144726.city,ANDOER,ANDOVER
65583.state,xDC,DC
119550.singleexemp,***,0
66941.state,hAK,AK
159452.state,KA,AK
180953.city,ANCHOVILLE,ANCHORVILLE
132210.singleexemp,h0,0
11590.childexemp,,0
89849.singleexemp,n0,0
187020.marriedexemp,,0
43460.city,LEXANDER CITY,ALEXANDER CITY
18802.childexemp,2y000,2000
17401.marriedexemp,***,0
190498.childexemp,n0,0
162512.city,ARDMRE,ARDMORE
186143.state,YK,KY
7293.gender,qF,F
53149.gender,,M
10239.gender,***,F
142115.singleexemp,a0,0
24329.city,LAVA,ALVA
146627.gender,,M
155448.childexemp,***,0
119523.state,C,DC
153366.state,AgK,AK
118110.childexemp,z0,0
44608.city,AsRION,ARION
98307.gender,,M
161540.singleexemp,j0,0
144162.state,C,DC
32541.childexemp,***,0
71841.childexemp,,0
13559.gender,wF,F
7888.gender,***,F
57143.gender,***,F
72026.singleexemp,,0
83591.city,AAWAM,AGAWAM
94132.state,RA,AR
117797.marriedexemp,m0,0
36879.state,C,SC
64396.city,ACHORVILLE,ANCHORVILLE
12440.gender,***,F
102770.state,K,AK
11660.gender,,F
8794.gender,,F
54762.singleexemp,r0,0
67482.marriedexemp,2000***,2000
18409.childexemp,,0
122716.city,ALCLADE,ALCALDE
124841.singleexemp,m0,0
99511.state,C,DC
12328.gender,***,F
126808.singleexemp,***,0
122510.singleexemp,o0,0
125084.gender,zM,M
68754.state,CD,DC
321.childexemp,***,0
25900.gender,***,M
111758.state,AcK,AK
54794.state,LI,IL
165773.gender,cF,F
129366.city,PEDERGRASS,PENDERGRASS
158211.singleexemp,a0,0
153335.marriedexemp,20,220
168705.childexemp,,0
111585.city,PARDEVILLE,PARDEEVILLE
11336.gender,***,F
61875.childexemp,3p000,3000
161920.singleexemp,k0,0
18736.marriedexemp,,0
139502.singleexemp,3m300,3300
108181.singleexemp,***,0
169071.childexemp,***,0
49883.singleexemp,d0,0
93308.state,A,LA
21749.state,MzS,MS
159620.state,K,AK
13252.singleexemp,o0,0
167886.city,WET ONEONTA,WEST ONEONTA
7121.gender,,F
53937.childexemp,,0
84762.state,CD,DC
134141.marriedexemp,c0,0
3001.state,DtC,DC
177695.state,J,NJ
113540.city,ANNIbSTON,ANNISTON
54365.singleexemp,104r0,1040
131099.state,LA,AL
8752.childexemp,b0,0
133551.singleexemp,,0
27970.state,DfC,DC
191157.state,AlL,AL
65579.marriedexemp,q0,0
102.singleexemp,z0,0
45181.childexemp,p0,0
71553.state,CS,SC
7552.gender,,F
54142.state,nAK,AK
191655.city,ALBEuRTON,ALBERTON
154121.state,KA,AK
13183.gender,,F
84199.state,C,DC
189995.state,NgY,NY
40578.state,bDC,DC
52568.state,MxD,MD
164631.marriedexemp,o0,0
165631.childexemp,m0,0
84720.gender,,M
137125.childexemp,m0,0
175084.marriedexemp,***,0
193276.marriedexemp,,0
55509.singleexemp,z0,0
161888.marriedexemp,***,0
35587.gender,iM,M
126859.childexemp,***,0
11332.gender,***,F
180745.marriedexemp,,0
11004.gender,***,F
110436.gender,mM,M
102006.childexemp,***,0
145973.marriedexemp,***,0
193639.marriedexemp,y0,0
63398.city,ALEXANER,ALEXANDER
7419.state,C,DC
18870.city,ALSTEDA,ALSTEAD
99817.singleexemp,***,0
22177.marriedexemp,***,0
36849.state,CD,DC
57840.singleexemp,,0
143482.marriedexemp,9000***,9000
14467.state,AfK,AK
181912.singleexemp,u0,0
35951.marriedexemp,r0,0
166510.city,NORTH FRERISBURGH,NORTH FERRISBURGH
198095.gender,***,F
54617.singleexemp,y0,0
78154.marriedexemp,***,0
13951.gender,***,F
72627.city,SHELBYVILyLE,SHELBYVILLE
162537.childexemp,,0
10916.gender,aF,F
190031.childexemp,q0,0
171528.city,MARGOSA VALLEY,AMARGOSA VALLEY
159587.gender,,F
54340.marriedexemp,z0,0
183582.city,AjNDOVER,ANDOVER
10746.state,C,DC
84318.gender,mM,M
89948.city,REHOBOHT BEACH,REHOBOTH BEACH
54353.state,vDC,DC
48758.childexemp,***,0
139684.state,K,AK
95128.singleexemp,***,0
63999.state,KA,AK
141764.city,TOLvNA,TOLNA
28714.state,E,DE
86515.singleexemp,***,0
113857.childexemp,h3300,3300
89997.singleexemp,,0
168644.city,LIBERTcY,LIBERTY
84584.state,KA,AK
28367.singleexemp,u0,0
108600.marriedexemp,b0,0
153018.singleexemp,,0
189381.singleexemp,***,0
167583.marriedexemp,***,0
43857.singleexemp,3300***,3300
116325.marriedexemp,620,6200
142168.singleexemp,d0,0
95864.state,K,AK
114786.childexemp,3300***,3300
35225.singleexemp,d0,0
45619.childexemp,j0,0
199016.city,DOrVER,DOVER
195783.gender,,M
115651.state,aDC,DC
183884.state,JN,NJ
192076.state,K,AK
25373.state,IM,MI
7282.gender,rF,F
199098.childexemp,170,1370
186254.marriedexemp,,0
169028.marriedexemp,,0
138448.childexemp,f0,0
128890.singleexemp,3300***,3300
75291.singleexemp,,0
2105.childexemp,***,0
182227.singleexemp,,0
74006.childexemp,300,3300
109803.singleexemp,,0
35012.childexemp,***,0
162247.state,AbK,AK
106398.childexemp,100,1000
13194.gender,,F
33339.singleexemp,0,20
154796.city,ALBUQERQUE,ALBUQUERQUE
26168.singleexemp,,0
32442.city,ARRARD,GARRARD
129867.city,KINTuYRE,KINTYRE
13142.gender,***,M
47920.gender,,M
25820.state,I,WI
160475.childexemp,***,0
29475.singleexemp,,0
180318.childexemp,***,0
81234.state,OC,CO
173026.childexemp,***,0
112863.marriedexemp,22v0,220
11438.childexemp,***,0
52118.state,KA,AK
12116.gender,***,F
46250.childexemp,300,3000
13768.gender,zF,F
155461.state,KA,AK
63459.gender,***,F
166113.childexemp,3030,3300
12407.gender,,F
76945.childexemp,***,0
63752.state,C,DC
139953.singleexemp,,0
112475.singleexemp,,0
118793.singleexemp,1250,12750
7990.gender,gF,F
75518.singleexemp,300,3300
6534.city,JUTNURA,JUNTURA
11708.marriedexemp,,0
141525.state,LA,AL
64005.childexemp,w0,0
161287.city,RASCO,DRASCO
158946.childexemp,***,0
171403.childexemp,c0,0
6360.state,RA,AR
112399.marriedexemp,***,0
126523.singleexemp,w0,0
118868.state,eMA,MA
178005.singleexemp,,0
8298.gender,,F
11334.gender,***,F
41463.marriedexemp,p0,0
12638.gender,,F
172913.marriedexemp,,0
161611.gender,***,F
88162.state,bDC,DC
110607.city,WAITI,WAPITI
157727.singleexemp,101,110
62084.singleexemp,,0
142045.singleexemp,***,0
83451.state,A,MA
160550.marriedexemp,***,0
92202.state,AfK,AK
13910.city,HOENIX,PHOENIX
9726.gender,,F
94389.marriedexemp,1400***,1400
10601.childexemp,,0
129016.state,I,MI
23656.gender,***,F
49861.singleexemp,247i5,2475
54601.state,K,AK
21690.marriedexemp,,0
109810.childexemp,***,0
9382.gender,uF,F
35628.city,GREEN BAY***,GREEN BAY
156789.city,ARY,AYR
13803.state,HO,OH
20017.marriedexemp,,0
105771.marriedexemp,,0
128889.state,K,AK
116215.marriedexemp,,0
96434.city,ANDRESON,ANDERSON
148355.city,WASHINGTN,WASHINGTON
171038.singleexemp,70,700
126245.state,DfC,DC
83269.marriedexemp,,0
136702.city,LEXANDRIA,ALEXANDRIA
53792.city,LONGPINE,LONG PINE
12149.gender,sF,F
151566.city,APPLNG,APPLING
157279.singleexemp,,0
116906.gender,iF,F
144869.childexemp,900***,900
71731.marriedexemp,4020,4200
107410.marriedexemp,***,0
12776.gender,***,F
172456.marriedexemp,h0,0
113476.state,uPR,PR
90272.city,ANIWrA,ANIWA
177059.marriedexemp,***,0
155681.marriedexemp,x0,0
12399.gender,nF,F
7970.gender,mF,F
42046.gender,***,F
39399.childexemp,33w00,3300
79778.childexemp,,0
187266.singleexemp,,0
191509.singleexemp,***,0
59445.marriedexemp,s0,0
121426.singleexemp,,0
171782.city,LNA,ALNA
102298.marriedexemp,,0
32494.state,C,DC
31411.childexemp,w0,0
59947.city,ALkLYN,ALLYN
20508.city,ALBUQUEQUE,ALBUQUERQUE
1542.singleexemp,l3100,3100
33522.singleexemp,i0,0
37920.childexemp,,0
13764.gender,***,F
176781.state,L,AL
101635.marriedexemp,,0
112610.state,C,DC
149707.childexemp,y0,0
184736.childexemp,***,0
46503.state,AbK,AK
56720.state,KA,AK
10067.gender,zF,F
171077.gender,***,M
38940.city,ANNISON,ANNISTON
61810.marriedexemp,v0,0
134006.marriedexemp,***,0
105042.singleexemp,,0
183396.gender,***,F
130347.city,CALYMONT,CLAYMONT
197366.singleexemp,***,0
70998.childexemp,,0
42346.marriedexemp,,0
193855.singleexemp,y0,0
6579.gender,cF,F
115166.marriedexemp,***,0
72600.singleexemp,q0,0
109012.marriedexemp,x0,0
72361.state,mMA,MA
22724.state,CD,DC
31521.city,SILVERh CITY,SILVER CITY
124103.childexemp,,0
144964.marriedexemp,k0,0
31401.city,MERRLIL,MERRILL
117899.marriedexemp,***,0
166037.singleexemp,***,0
58690.state,R,AR
74006.city,GREENVILE,GREENVILLE
199865.singleexemp,***,0
128294.marriedexemp,,0
30182.state,lNJ,NJ
25910.state,LF,FL
13923.marriedexemp,,0
194091.city,WSHINGTON,WASHINGTON
51032.singleexemp,i0,0
77508.gender,,F
64215.childexemp,***,0
9447.gender,tF,F
181919.city,SAVOwY,SAVOY
92501.state,CD,DC
2224.city,WIAPAHU,WAIPAHU
169200.singleexemp,,0
42301.childexemp,***,0
178443.city,ANNARBOR,ANN ARBOR
165113.marriedexemp,***,0
185284.state,LA,AL
53894.city,ABUQUERQUE,ALBUQUERQUE
186880.state,KA,AK
85346.marriedexemp,***,0
9783.gender,,F
198003.marriedexemp,,0
6397.city,TRNETON,TRENTON
70372.singleexemp,z0,0
112753.childexemp,,0
61329.singleexemp,,0
134357.marriedexemp,,0
32449.state,ArK,AK
24547.singleexemp,***,0
130606.gender,pF,F
40552.marriedexemp,,0
80746.state,bLA,LA
103180.state,CzT,CT
128132.state,I,MI
152295.marriedexemp,***,0
8809.gender,zF,F
99694.childexemp,330x0,3300
86822.childexemp,***,0
17113.city,MBOY,AMBOY
58929.state,CD,DC
119555.singleexemp,n0,0
168978.state,A,CA
46334.state,K,AK
27077.state,CD,DC
9111.gender,mF,F
9817.gender,sF,F
26935.city,SAN ANTOfNIO,SAN ANTONIO
31294.childexemp,000,1000
31498.city,AxLEXANDRIA,ALEXANDRIA
22201.state,DsC,DC
72800.city,ANNANDiALE,ANNANDALE
58597.city,fSAINT JOHNSBURY,SAINT JOHNSBURY
10047.marriedexemp,i0,0
101611.state,uDC,DC
88118.marriedexemp,***,0
117056.city,AxRCO,ARCO
92087.state,AvL,AL
36825.childexemp,,0
9808.gender,eF,F
199002.childexemp,***,0
56240.singleexemp,u0,0
185352.singleexemp,300,3300
40646.singleexemp,,0
10462.gender,***,F
102225.city,CLAYMOTN,CLAYMONT
28165.childexemp,***,0
185221.singleexemp,,0
56109.childexemp,l0,0
100079.singleexemp,137p0,1370
57885.city,PETERSURG,PETERSBURG
7176.gender,gF,F
181841.singleexemp,33c00,3300
170442.childexemp,3300***,3300
64267.state,L,AL
13953.gender,***,F
53358.state,C,DC
188961.childexemp,***,0
118327.singleexemp,,0
99792.state,xAK,AK
185802.marriedexemp,202,220
39127.gender,,M
188631.city,tALEXIS,ALEXIS
177353.city,ALBUQURQUE,ALBUQUERQUE
125054.marriedexemp,y0,0
189392.state,K,AK
19644.childexemp,***,0
40149.city,NORTH HILI,NORTH CHILI
197795.marriedexemp,***,0
197367.singleexemp,f0,0
140943.city,ANHCORAGE,ANCHORAGE
28180.childexemp,,0
37694.state,K,OK
78505.city,HENRIEVILLoE,HENRIEVILLE
70526.marriedexemp,***,0
146711.gender,,F
177853.city,FAIRFIEDL,FAIRFIELD
161949.childexemp,,0
162880.marriedexemp,b0,0
155398.singleexemp,e0,0
11267.gender,sF,F
196277.state,AI,IA
12774.gender,***,F
145595.singleexemp,***,0
58053.singleexemp,330,3300
197406.state,MjS,MS
58573.singleexemp,***,0
164725.singleexemp,h0,0
135591.singleexemp,***,0
36224.state,A,GA
164807.marriedexemp,u0,0
110709.singleexemp,***,0
2472.state,SM,MS
122768.marriedexemp,t0,0
2141.childexemp,,0
152047.singleexemp,3300***,3300
55830.state,A,PA
20297.childexemp,m0,0
108601.marriedexemp,c0,0
27862.singleexemp,,0
13273.gender,sF,F
161521.childexemp,,0
172883.childexemp,***,0
156427.state,NI,IN
31270.gender,qM,M
147274.state,fAK,AK
149306.gender,,F
55587.state,L,FL
81908.state,aDC,DC
116320.city,ApLTOONA,ALTOONA
123275.childexemp,***,0
124047.marriedexemp,***,0
59723.childexemp,,0
38227.state,KA,AK
116056.singleexemp,***,0
117551.gender,,F
105188.singleexemp,,0
115377.marriedexemp,n0,0
84958.state,C,DC
38584.marriedexemp,c0,0
12324.gender,***,F
90424.marriedexemp,***,0
85475.childexemp,***,0
735.city,MEMxPHIS,MEMPHIS
98925.gender,***,M
9470.gender,***,F
47873.city,SANTA E,SANTA FE
66678.childexemp,1500***,1500
109248.state,oDC,DC
83144.state,C,DC
102199.state,AlK,AK
61348.city,WAPELOL,WAPELLO
143499.city,MHERST,AMHERST
137548.state,bDC,DC
167392.state,K,AK
60102.gender,***,F
12404.gender,,F
47961.state,K,AK
102572.state,C,DC
162184.city,OSKYA,OSYKA
7797.gender,sF,F
165749.state,jAL,AL
171605.childexemp,,0
147911.singleexemp,,0
56487.state,jDC,DC
99806.singleexemp,,0
130435.marriedexemp,26,206
127914.marriedexemp,,0
119081.city,BALTIbMORE,BALTIMORE
77443.singleexemp,,0
155956.singleexemp,d0,0
71951.city,NORTHFOK,NORTHFORK
49987.state,V,WV
185567.marriedexemp,,0
66918.childexemp,q0,0
87721.city,ANOVER,ANDOVER
50168.marriedexemp,***,0
159609.state,JN,NJ
169735.gender,,F
138941.state,C,DC
80911.city,ALE,DALE
23410.state,K,AK
66584.singleexemp,***,0
184697.city,AMARGOSA VALEY,AMARGOSA VALLEY
183462.singleexemp,d0,0
121240.singleexemp,7g00,700
196463.marriedexemp,***,0
114637.city,TERR HAUTE,TERRE HAUTE
154843.state,CD,DC
33393.childexemp,y0,0
108663.city,MAGNOLA,MAGNOLIA
48765.state,Y,NY
4324.city,ALFOhRD,ALFORD
167441.city,ALBUQUERQzUE,ALBUQUERQUE
135567.marriedexemp,,0
30936.state,DS,SD
49442.state,AkK,AK
116340.state,CD,DC
131383.childexemp,,0
154063.childexemp,***,0
122513.singleexemp,000,2000
171380.childexemp,g0,0
175849.state,KA,AK
9406.marriedexemp,66g00,6600
32156.city,wANCHORAGE,ANCHORAGE
70125.state,DwC,DC
93803.city,ANRTIM,ANTRIM
8220.gender,iF,F
173010.city,KREMLNI,KREMLIN
198311.city,AASCO,ANASCO
119634.childexemp,p0,0
83190.state,MyD,MD
110942.singleexemp,2000***,2000
7172.singleexemp,c0,0
33029.state,S,MS
101683.state,Z,AZ
159186.childexemp,,0
121345.state,tDC,DC
196363.gender,eF,F
114784.childexemp,,0
34746.state,CD,DC
137290.singleexemp,,0
10098.gender,vF,F
161534.childexemp,2457,2475
20270.marriedexemp,***,0
194203.state,NiJ,NJ
189063.singleexemp,104a0,1040
124290.city,AQULLA,AQUILLA
108077.city,ONRTH LAS VEGAS,NORTH LAS VEGAS
199294.marriedexemp,,0
50342.childexemp,,0
74070.singleexemp,***,0
21447.gender,***,F
62598.childexemp,q0,0
105340.singleexemp,***,0
18362.marriedexemp,***,0
120215.state,KA,AK
148636.state,C,DC
135195.gender,,M
162911.marriedexemp,***,0
