Attribute,Index,Clean Value,Cleaned Value
journal_title,300057,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz
journal_title,166521,empty,Focus on Alternative and Complementary Therapies
journal_title,181456,empty,Focus on Alternative and Complementary Therapies
journal_title,433039,empty,Focus on Alternative and Complementary Therapies
journal_title,744601,Value Health,Focus on Alternative and Complementary Therapies
journal_title,856471,EXPERIMENTAL CELL RESEARCH,Focus on Alternative and Complementary Therapies
journal_title,570704,Leukemia & Lymphoma,Focus on Alternative and Complementary Therapies
journal_title,520153,RADIOLOGY,Focus on Alternative and Complementary Therapies
journal_title,259267,empty,Focus on Alternative and Complementary Therapies
journal_title,827921,Res Nurs Health,Focus on Alternative and Complementary Therapies
journal_title,461204,empty,Focus on Alternative and Complementary Therapies
journal_title,482860,No shinkei geka. Neurological surgery,Focus on Alternative and Complementary Therapies
journal_title,625306,Prvention de l'insuffisance rnale induite par les produits de contrnste iodes,Focus on Alternative and Complementary Therapies
journal_title,572343,Ann. Hematol.,Focus on Alternative and Complementary Therapies
journal_title,663339,"AIDS (London, England)",AIDS (London England)
journal_title,718292,"Oral surgery, oral medicine, and oral pathology",Oral surgery oral medicine and oral pathology
journal_title,307302,empty,Focus on Alternative and Complementary Therapies
journal_title,217418,empty,Focus on Alternative and Complementary Therapies
journal_title,413717,empty,Focus on Alternative and Complementary Therapies
journal_title,934327,empty,Focus on Alternative and Complementary Therapies
journal_title,546484,Turkish Online Journal of Educational Technology - TOJET,Focus on Alternative and Complementary Therapies
journal_title,917231,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,Focus on Alternative and Complementary Therapies
journal_title,887418,European Journal of Cancer,Focus on Alternative and Complementary Therapies
journal_title,724055,Indian Journal of Psychiatry,Focus on Alternative and Complementary Therapies
journal_title,63738,Stomatologiia,Stomatologii��a
journal_title,97795,empty,Focus on Alternative and Complementary Therapies
journal_title,155127,"Oral surgery, oral medicine, oral pathology and oral radiology",Oral surgery oral medicine oral pathology and oral radiology
journal_title,100986,"Journal of cardiovascular medicine (Hagerstown, Md.)",Journal of cardiovascular medicine (Hagerstown Md.)
journal_title,166179,"Exposicion severa a plomo ambiental en una poblacion infantil de Antofagasta, Chile.",Focus on Alternative and Complementary Therapies
journal_title,740811,Critical Care Nurse,Focus on Alternative and Complementary Therapies
journal_title,379577,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",Applied radiation and isotopes : including data instrumentation and methods for use in agriculture industry and medicine
journal_title,215650,empty,Focus on Alternative and Complementary Therapies
journal_title,892609,empty,Focus on Alternative and Complementary Therapies
journal_title,605423,Alcohol Research & Health,Focus on Alternative and Complementary Therapies
journal_title,495319,empty,Focus on Alternative and Complementary Therapies
journal_title,733752,European Journal of Cancer Care,Focus on Alternative and Complementary Therapies
journal_title,252118,Brain and Language,Focus on Alternative and Complementary Therapies
journal_title,903817,Chin. J. Evid.-Based Med.,Focus on Alternative and Complementary Therapies
journal_title,645061,Issues Ment Health Nurs,Focus on Alternative and Complementary Therapies
journal_title,164721,Das Mikorklima der Wohnungen und seine hygienische Normierung.,Focus on Alternative and Complementary Therapies
journal_title,730721,empty,Focus on Alternative and Complementary Therapies
journal_title,439302,empty,Focus on Alternative and Complementary Therapies
journal_title,410748,empty,Focus on Alternative and Complementary Therapies
journal_title,775428,Journal of Biological Chemistry,Focus on Alternative and Complementary Therapies
journal_title,497593,empty,Focus on Alternative and Complementary Therapies
journal_title,899060,Journal of Oral & Maxillofacial Surgery,Focus on Alternative and Complementary Therapies
journal_title,161290,empty,Focus on Alternative and Complementary Therapies
journal_title,746312,Crit. Care Med.,Focus on Alternative and Complementary Therapies
journal_title,191138,empty,Focus on Alternative and Complementary Therapies
journal_title,743819,"Obesity (Silver Spring, Md.)",Obesity (Silver Spring Md.)
journal_title,193292,empty,Focus on Alternative and Complementary Therapies
journal_title,1266,International Medicine & Health Guidance News [Guo Ji Yi Yao Wei Sheng Dao Bao],Focus on Alternative and Complementary Therapies
journal_title,411673,empty,Focus on Alternative and Complementary Therapies
journal_title,414396,empty,Focus on Alternative and Complementary Therapies
journal_title,635082,CANCER,Focus on Alternative and Complementary Therapies
journal_title,446599,empty,Focus on Alternative and Complementary Therapies
journal_title,153797,Clinical & Translational Oncology: Official Publication of the Federation of Spanish Oncology Societes & of the National Cancer Institute of Mexico,Focus on Alternative and Complementary Therapies
journal_title,294719,"Shock (Augusta, Ga.)",Shock (Augusta Ga.)
journal_title,38130,empty,Focus on Alternative and Complementary Therapies
journal_title,455697,empty,Focus on Alternative and Complementary Therapies
journal_title,503354,Military Medicine,Focus on Alternative and Complementary Therapies
journal_title,176844,empty,Focus on Alternative and Complementary Therapies
journal_title,37173,empty,Focus on Alternative and Complementary Therapies
journal_title,302179,empty,Focus on Alternative and Complementary Therapies
journal_title,627882,International Journal of Oral & Maxillofacial Implants,Focus on Alternative and Complementary Therapies
journal_title,264151,empty,Focus on Alternative and Complementary Therapies
journal_title,364080,empty,Focus on Alternative and Complementary Therapies
journal_title,727134,empty,Focus on Alternative and Complementary Therapies
journal_title,272721,Pediatrics,Focus on Alternative and Complementary Therapies
journal_title,979725,Value in Health,Focus on Alternative and Complementary Therapies
journal_title,470615,European respiratory journal,Focus on Alternative and Complementary Therapies
journal_title,793299,Prediccion de la masa muscular apendicular esqueletica basado en mediciones antropometricas en Adultos Mayores Chilenos.,Focus on Alternative and Complementary Therapies
journal_title,673560,"Tratamiento antibiotico intravenoso domiciliario del absceso hepatico: seguridad, eficacia y factores pronosticos de reingreso hospitalario.",Focus on Alternative and Complementary Therapies
journal_title,258181,empty,Focus on Alternative and Complementary Therapies
journal_title,603381,Cochrane Database Syst. Rev.,Focus on Alternative and Complementary Therapies
journal_title,395807,Japanese Journal of Clinical Oncology,Focus on Alternative and Complementary Therapies
journal_title,149836,empty,Focus on Alternative and Complementary Therapies
journal_title,813023,Pediatric Infectious Disease Journal,Focus on Alternative and Complementary Therapies
journal_title,691035,Bmj Open,Focus on Alternative and Complementary Therapies
journal_title,121133,empty,Focus on Alternative and Complementary Therapies
journal_title,136032,empty,Focus on Alternative and Complementary Therapies
journal_title,131606,empty,Focus on Alternative and Complementary Therapies
journal_title,448384,empty,Focus on Alternative and Complementary Therapies
journal_title,622636,Academic Medicine: Journal Of The Association Of American Medical Colleges,Focus on Alternative and Complementary Therapies
journal_title,252990,Journal of Psychopharmacology,Focus on Alternative and Complementary Therapies
journal_title,861475,Cost Effectiveness and Resource Allocation,Focus on Alternative and Complementary Therapies
journal_title,503159,Nippon Seikeigeka Gakkai zasshi,Focus on Alternative and Complementary Therapies
journal_title,325081,"Basic Rights: Subsistence, Affluence and U.S. Foreign Policy",Focus on Alternative and Complementary Therapies
journal_title,399134,empty,Focus on Alternative and Complementary Therapies
journal_title,315951,empty,Focus on Alternative and Complementary Therapies
journal_title,730754,Pain practice,Focus on Alternative and Complementary Therapies
journal_title,953002,"Child: Care, Health & Development",Focus on Alternative and Complementary Therapies
journal_title,161814,empty,Focus on Alternative and Complementary Therapies
journal_title,198813,empty,Focus on Alternative and Complementary Therapies
journal_title,162189,empty,Focus on Alternative and Complementary Therapies
journal_title,434500,empty,Focus on Alternative and Complementary Therapies
journal_title,6786,Anesthesiology,Focus on Alternative and Complementary Therapies
journal_title,309274,empty,Focus on Alternative and Complementary Therapies
journal_title,980682,Hospital practice (1995),Focus on Alternative and Complementary Therapies
journal_title,547657,ProQuest LLC,Focus on Alternative and Complementary Therapies
